연번,업종명,업소명,소     재     지,전화번호
302,일반음식점,꼬막태, 청주시 서원구 호국로 93  1층 (사직동),
303,일반음식점,충대가맥, 청주시 서원구 내수동로102번길 50  4층 (사창동),
304,일반음식점,브라더스, 청주시 서원구 1순환로694번길 12  1층 102호 (사창동),
305,일반음식점,이조가무한리필, 청주시 서원구 분평로6번길 22-12  1층 (분평동),
306,일반음식점,헬로통큰삼겹, 청주시 서원구 사직대로89번길 21  1층 (사창동),
307,일반음식점,욜로(YOLO), 청주시 서원구 원마루로22번길 11  1층 (분평동),
308,일반음식점,대동집충북대점, 청주시 서원구 1순환로672번길 31  1층 (사창동),
309,일반음식점,테이크, 청주시 서원구 두꺼비로60번길 17-1  1층 101호 (산남동),
310,일반음식점,달아래, 청주시 서원구 1순환로674번길 21  2층 (사창동),
311,일반음식점,명동김밥, 청주시 서원구 구룡산로 342  1층 (수곡동),
312,일반음식점,유림식당, 청주시 서원구 궁뜰로 22  1층 (미평동),
313,일반음식점,그루브, 청주시 서원구 1순환로672번길 42  지하1층 (사창동),
314,일반음식점,60계치킨 수곡개신점, 청주시 서원구 모충로 9  1층 103호 (개신동),
315,일반음식점,달 in 차, 청주시 서원구 가장로353번길 111-5  1층 (장암동),
316,일반음식점,맨션드도쿄, 청주시 서원구 1순환로674번길 18  2층 (사창동),
317,일반음식점,족가네족발보쌈, 청주시 서원구 청남로 2108  1층 (수곡동),
318,일반음식점,디에떼에스프레소 성화점, 청주시 서원구 장전로12번길 33  1층 101호 102호 (성화동),
319,일반음식점,우연식당, 청주시 서원구 수곡로58번길 12  1층 (수곡동),
320,일반음식점,우렁쌈밥과 생선구이, 청주시 서원구 수곡로113번길 6  1층 (수곡동),
321,일반음식점,오뚜기, 청주시 서원구 창직로 60  푸르지오캐슬 상가동 1층 104호 (사직동),
322,일반음식점,한그릇, 청주시 서원구 산남로70번길 3  산남메디프라자 1층 101호 (산남동),
323,일반음식점,다랑채, 청주시 서원구 산미로 95  3동 1층 (산남동),
324,일반음식점,맛있는 정원, 청주시 서원구 복대로17번길 23  1층 101호 (개신동  빌라),
325,일반음식점,핌피넬라(Pimpinella), 청주시 서원구 두꺼비로78번길 17-12  1층 (산남동),
326,일반음식점,누리마루, 청주시 서원구 현도면 노산2길 3-45  2 3 4층,
327,일반음식점,조개궁해전궁, 청주시 서원구 구룡산로51번길 20  2층 (성화동),
328,일반음식점,퍼즈팝, 청주시 서원구 두꺼비로78번길 71  2층 (산남동),
329,일반음식점,명가흑염소전문점, 청주시 서원구 구룡산로 379-1  1층 (수곡동),
330,일반음식점,에꿍이두마리치킨 수곡점, 청주시 서원구 청남로 2097  푸른들교회 1층 (수곡동),
331,일반음식점,숯불북경오리구이, 청주시 서원구 모충로 101  1층 (모충동),
332,일반음식점,이웃집찰리, 청주시 서원구 두꺼비로30번길 18  1층 (산남동),
333,일반음식점,귀한자식 수제생통까스, 청주시 서원구 복대로17번길 11  104호 (개신동),
334,일반음식점,일미한식뷔페, 청주시 서원구 쌍샘로 21  1층 (모충동),
335,일반음식점,계화옛날통닭, 청주시 서원구 예체로 85-2  1층 (사창동),
336,일반음식점,1979칭따오양꼬치포차, 청주시 서원구 원마루로8번길 8-4  1층 (분평동),
337,일반음식점,굿라이스, 청주시 서원구 청남로2110번길 8  1층 (수곡동),
338,일반음식점,준야식, 청주시 서원구 산남로 68  센타프라자 6층 603호 (산남동),
339,일반음식점,카페루나, 청주시 서원구 가장로353번길 75-9  2층 201호 (장암동),
340,일반음식점,Bo on (본), 청주시 서원구 1순환로672번길 25  지하1층 (사창동),
341,일반음식점,피자샵청주2호점, 청주시 서원구 수영로 22  1층 (수곡동),
342,일반음식점,영미호프, 청주시 서원구 수영로 13  1층 (수곡동),
343,일반음식점,불난주막, 청주시 서원구 1순환로672번길 45  1층 (사창동),
344,일반음식점,(주)신화아이푸드 긴자 청주점, 청주시 서원구 1순환로 886  2층 (산남동),
345,일반음식점,락당구클럽, 청주시 서원구 산남로 60  RS타워 6층 602호 (산남동),
346,일반음식점,스테이, 청주시 서원구 사운로85번길 12  1층 (사직동),
347,일반음식점,겨울여행, 청주시 서원구 매봉로2번길 2  1층 (분평동),
348,일반음식점,오프닝, 청주시 서원구 구룡산로52번가길 14  1층 (성화동),
349,일반음식점,황제 능이 버섯 백숙, 청주시 서원구 가장로 316  1층 (장암동),
350,일반음식점,떡보라, 청주시 서원구 내수동로 157  1층 (사창동),
351,일반음식점,연안식당 산남점, 청주시 서원구 산남로70번길 31  1층 (산남동),
352,일반음식점,킹호프, 청주시 서원구 월평로 4  대상탑존빌딩 204호 (분평동),
353,일반음식점,곱깨비(충북대점), 청주시 서원구 모충로3번길 81  1층 109호 (개신동  한진아파트),
354,일반음식점,제이푸드 출장음식, 청주시 서원구 1순환로 785  송학삼익맨션상가동 2층 201호 (개신동),
355,일반음식점,누리마루칼국수, 청주시 서원구 현도면 노산2길 3-45  1층,
356,일반음식점,배달의황제, 청주시 서원구 1순환로709번길 5  1층 (사창동),
357,일반음식점,설한정식, 청주시 서원구 2순환로 1496  1층 (성화동),
358,일반음식점,미식가의 닭발, 청주시 서원구 수곡로 117  1층 101호 (수곡동),
359,일반음식점,솔아네분식, 청주시 서원구 청남로 2105-4  1층 (수곡동),
360,일반음식점,초동분식, 청주시 서원구 창신로31번길 16  1층 (사창동),
361,일반음식점,깜돈무한 분평점, 청주시 서원구 용평로 100  2층 (분평동),
362,일반음식점,대도, 청주시 서원구 천석로14번길 17  1층 (사창동),
363,일반음식점,막창먹어러갈래, 청주시 서원구 남이면 청남로 1827-27  1층,
364,일반음식점,코소쿠식당 산남점, 청주시 서원구 산남로62번길 31  원흥법조빌딩 1층 104호 (산남동),
365,일반음식점,조선옥, 청주시 서원구 성봉로 157  1층 (개신동)[*미고시],
366,일반음식점,신서방 교자만두, 청주시 서원구 창신로31번길 11  1층 (사창동),
367,일반음식점,옛날칼국수, 청주시 서원구 내수동로 162-1  1층 (사창동),
368,일반음식점,보리네곳간, 청주시 서원구 매봉로 23  1층 (분평동),
369,일반음식점,94포차, 청주시 서원구 예체로19번길 7  1층 101호 (개신동),
370,일반음식점,백삼호, 청주시 서원구 두꺼비로78번길 5  주1동 103호 (산남동),
371,일반음식점,인생술집, 청주시 서원구 호국로 102-1  1층 (사직동),
372,일반음식점,착한쭝식 청주분평점, 청주시 서원구 1순환로 1078  1층 (분평동),
373,일반음식점,쿠로마사, 청주시 서원구 두꺼비로70번길 91  1층 (산남동),
374,일반음식점,윤식당야식, 청주시 서원구 구룡산로51번마길 6  1층 102호 (성화동),
375,일반음식점,라비올레, 청주시 서원구 1순환로638번길 50  1층 (사창동),
376,일반음식점,3대떡볶이, 청주시 서원구 구룡산로 400-2  1층 (수곡동),
377,일반음식점,우리집 족보, 청주시 서원구 장전로6번길 9  1층 105호 (성화동),
378,일반음식점,와바, 청주시 서원구 내수동로 150  1층 (사창동  명일원룸),
379,일반음식점,미담추어정, 청주시 서원구 궁뜰로33번길 153  1층 (분평동),
380,일반음식점,속초막회, 청주시 서원구 1순환로 1130-1  나동 1층 (분평동),
381,일반음식점,마오마라양꼬치, 청주시 서원구 장전로20번다길 10  1층 (성화동),
382,일반음식점,예진에프앤비, 청주시 서원구 수곡로 34  상가2동 104호 (수곡동),
383,일반음식점,혼자먹어도 맛있는족, 청주시 서원구 사직대로164번길 48  1층 102호 (사창동),
384,일반음식점,인사동손칼국수손만두, 청주시 서원구 예체로67번길 73  1층 (사창동),
385,일반음식점,꾸본난로회, 청주시 서원구 1순환로 1142  2층 (분평동),
386,일반음식점,불스떡볶이, 청주시 서원구 천수로 23  1층 (사창동),
387,일반음식점,후, 청주시 서원구 수곡로 107  1층 (수곡동),
388,일반음식점,청주후레쉬푸드, 청주시 서원구 수곡로 34  두진하트리움아파트 상가2동 지하1층 2호 (수곡동),
389,일반음식점,정(情)덮밥, 청주시 서원구 서원남로58번길 5-7  2층 (모충동),
390,일반음식점,빈스가든, 청주시 서원구 청남로2155번길 6  3층 (모충동),
391,일반음식점,새벽닭옛날통닭, 청주시 서원구 수곡로 33  1층 (수곡동),
392,일반음식점,신가네설렁탕, 청주시 서원구 남이면 청남로 1309-11  1층,
393,일반음식점,수영한식뷔페, 청주시 서원구 무심서로395번길 2-8  1층 (모충동),
394,일반음식점,바우참숯소갈비살, 청주시 서원구 신화로 42  1층 102호 (성화동),
395,일반음식점,휴먼감성해물포차 괜찮아, 청주시 서원구 구룡산로51번길 12  1층 (성화동),
396,일반음식점,한솥청주개신중앙점, 청주시 서원구 복대로 15  1층 (개신동),
397,일반음식점,레알커피앤푸드, 청주시 서원구 산미로 52  2층 (미평동),
398,일반음식점,석호네닭발산남점, 청주시 서원구 산남로 60  RS타워 1층 107호 (산남동),
399,일반음식점,일호식당, 청주시 서원구 사운로 3  2층 (모충동),
400,일반음식점,제이라운지, 청주시 서원구 1순환로672번길 10  3층 (사창동),
401,일반음식점,꼬꼬마김밥, 청주시 서원구 매봉로 99  상가동 나동 1층 115호 (수곡동),
402,일반음식점,시골집, 청주시 서원구 호국로59번길 21  1층 (사직동),
403,일반음식점,지옥쭈꾸미 낙곱새닭곱새, 청주시 서원구 두꺼비로94번길 18-8  1층 (산남동),
404,일반음식점,정견, 청주시 서원구 1순환로674번길 22  1층 (사창동),
405,일반음식점,청년맥주, 청주시 서원구 천석로14번길 17  1층 (사창동),
406,일반음식점,엥, 청주시 서원구 1순환로 1109  호인리더스빌딩 1층 112호 (분평동),
407,일반음식점,동래호프, 청주시 서원구 1순환로672번길 22  1층 (사창동),
408,일반음식점,산이포장마차, 청주시 서원구 성봉로220번길 24  1층 (개신동),
409,일반음식점,리얼(REAL)즉석떡볶이, 청주시 서원구 서원남로44번길 7  1층 (모충동),
410,일반음식점,신꼬, 청주시 서원구 신화로36번길 32  제누스타 1층 109호 (성화동),
411,일반음식점,유대감, 청주시 서원구 서원남로44번길 5  1층 (모충동),
412,일반음식점,설악칡냉면, 청주시 서원구 남이면 청남로 1827-19  1층,
413,일반음식점,애드립(Adlibs), 청주시 서원구 2순환로1814번길 72-9  1층 (장성동),
414,일반음식점,술이달달, 청주시 서원구 수곡로68번길 8-2  1층 (수곡동),
415,일반음식점,금바다, 청주시 서원구 두꺼비로19번길 5-1  1층 (산남동),
416,일반음식점,라푼젤, 청주시 서원구 청남로2098번길 86-1  1층 (수곡동),
417,일반음식점,바흐트, 청주시 서원구 1순환로 661-1  2층 (사창동),
418,일반음식점,불난술집, 청주시 서원구 1순환로672번길 46  1층 (사창동),
419,일반음식점,패치워크, 청주시 서원구 1순환로704번길 78  지하1층 (사창동),
420,일반음식점,단골손님산남점, 청주시 서원구 산남로62번길 15  두꺼비빌딩 1층 106 107호 (산남동),
421,일반음식점,써치88, 청주시 서원구 구룡산로51번마길 16  1층 (성화동),
422,일반음식점,황제막창, 청주시 서원구 구룡산로371번길 91  1층 (모충동),
423,일반음식점,청남상회, 청주시 서원구 청남로2133번길 24  1층 (모충동),
424,일반음식점,초밥집, 청주시 서원구 사운로 81  굿모닝빌딩 1층 103호 (사직동),
425,일반음식점,다게르, 청주시 서원구 남이면 가마길 40-11  1층,
426,일반음식점,코이요스시, 청주시 서원구 창직로 20  1층 (사창동),
427,일반음식점,닭발회관, 청주시 서원구 산남로62번길 35  미소시티II 1층 110호 (산남동),
428,일반음식점,한신대포집, 청주시 서원구 서원남로 37  1층 (모충동),
429,일반음식점,몽돌간장게장, 청주시 서원구 두꺼비로38번길 37  1층 (산남동),
430,일반음식점,대로, 청주시 서원구 예체로 117  1층 (사창동),
431,일반음식점,레드홀(RED HOLE), 청주시 서원구 1순환로672번길 25  3층 (사창동),
432,일반음식점,깻잎두마리치킨모충점, 청주시 서원구 남들로 36  1층 (모충동),
433,일반음식점,맥주싸롱, 청주시 서원구 두꺼비로78번길 65  1층 (산남동),
434,일반음식점,안춘배씨, 청주시 서원구 산남로 64  엔젤변호사빌딩 1층 101호 (산남동),
435,일반음식점,카미나르332, 청주시 서원구 남이면 대림로 332-2  지하1층,
436,일반음식점,와사비, 청주시 서원구 호국로9번길 9-12  A동 1층 (모충동),
437,일반음식점,양촌리29번지동죽손칼국수, 청주시 서원구 남이면 양촌3길 7-8  2층,
438,일반음식점,고래총각, 청주시 서원구 서원남로 56-7  1층 (모충동),
439,일반음식점,청주껍데기 시오야끼 산남점, 청주시 서원구 산남로 32  코코타워 1층 110호 (산남동),
